	yield	GRMZM2G517408	GRMZM5G824831	GRMZM2G019971	GRMZM2G134393	GRMZM2G149617	GRMZM2G024624	GRMZM2G174574	GRMZM2G412601	GRMZM2G371033	GRMZM2G060811	GRMZM2G315902	GRMZM2G072415	GRMZM5G842970	GRMZM2G176638	GRMZM2G179693	GRMZM2G468717	GRMZM2G334660	GRMZM2G061568	GRMZM2G316136	GRMZM2G007810	GRMZM2G326195	GRMZM5G832138	GRMZM2G048549	GRMZM2G120839	GRMZM2G389567	GRMZM2G328268	GRMZM2G150893	GRMZM2G159397	GRMZM2G023982	GRMZM2G335521	GRMZM2G107562	GRMZM2G083091	GRMZM2G034043	GRMZM2G104618	GRMZM2G174785	GRMZM2G052586	GRMZM2G094988	GRMZM2G026223	GRMZM2G101117	GRMZM2G465444	GRMZM2G406119	GRMZM2G441031	GRMZM2G044900	GRMZM2G107299	GRMZM2G009591	GRMZM2G302601	GRMZM2G040164	GRMZM2G143718	GRMZM2G082185	GRMZM2G366607	GRMZM2G045675	GRMZM2G037452	GRMZM2G374827	GRMZM2G005253	GRMZM2G096682	GRMZM2G429540	GRMZM2G108463	GRMZM2G345776	GRMZM2G346639	GRMZM2G040843	GRMZM2G026758	GRMZM2G039988	GRMZM2G443509	GRMZM2G088440	GRMZM2G175718	GRMZM2G118316	GRMZM2G126096	AC233851.1_FG017	GRMZM2G022974	GRMZM2G081268	GRMZM2G013519	GRMZM5G830269	GRMZM5G812356	GRMZM2G077143	GRMZM2G020859	GRMZM2G152485	GRMZM2G088114	GRMZM2G003518	GRMZM2G022611	GRMZM2G375015	GRMZM2G153369	GRMZM2G150598	GRMZM2G390124	GRMZM2G049070	GRMZM2G002286	GRMZM2G343080	GRMZM2G064663	GRMZM2G017266	GRMZM2G111926	GRMZM2G370175	GRMZM2G149321	GRMZM2G016802	GRMZM2G073404	GRMZM2G047626	GRMZM2G175499	GRMZM2G030882	GRMZM5G877884	GRMZM2G141858	GRMZM2G059353	GRMZM2G179264	GRMZM2G181269	GRMZM2G132431	GRMZM2G180254	GRMZM2G053117	GRMZM2G102196	GRMZM2G456568	GRMZM2G087068	GRMZM2G450717	GRMZM5G851103	GRMZM2G170625	GRMZM2G044762	GRMZM2G425863	GRMZM2G102802	GRMZM5G896883	GRMZM2G173710	GRMZM2G092433	GRMZM2G113796	GRMZM2G457889	GRMZM5G801091	GRMZM2G004207	AC208897.3_FG004	GRMZM2G301172	GRMZM2G411956	GRMZM2G093660	GRMZM2G427031	GRMZM2G134439	GRMZM2G010987	GRMZM2G124602	GRMZM2G133573	GRMZM2G114113	GRMZM2G155962	GRMZM2G087079	GRMZM5G899428	GRMZM2G162460	GRMZM2G004856	GRMZM2G005710	GRMZM2G089567	GRMZM2G062354	AC205703.4_FG006	GRMZM2G075502	GRMZM2G020814	GRMZM2G071970	GRMZM2G386525	GRMZM2G488067	GRMZM2G005554	GRMZM2G366392	GRMZM2G033413	GRMZM2G010861	AC225354.2_FG004	GRMZM2G082079	GRMZM2G076006	GRMZM2G122076	GRMZM5G878153	AC233893.1_FG001	GRMZM2G117984	GRMZM2G415793	GRMZM2G341269	GRMZM2G377613	GRMZM2G168119	GRMZM2G022514	GRMZM2G168510	GRMZM2G008464	GRMZM5G803992	GRMZM2G081955	GRMZM2G081803	GRMZM2G394027	GRMZM2G033267	GRMZM2G058252	GRMZM2G468111	GRMZM2G035217	GRMZM2G093210	GRMZM5G862331	GRMZM5G848182	GRMZM2G003715	GRMZM2G114998	GRMZM2G141526	GRMZM2G115792	GRMZM2G060114	GRMZM2G065928	GRMZM2G119071	GRMZM2G374475	GRMZM2G363310	GRMZM2G121514	GRMZM2G090693	GRMZM2G160327	GRMZM2G042789	AC233954.1_FG003	GRMZM2G446313	GRMZM5G885445	GRMZM2G703575	GRMZM2G429714	GRMZM2G125531	GRMZM2G154641	GRMZM2G158496	GRMZM2G082924	GRMZM2G003368	GRMZM2G055917	GRMZM2G084406	GRMZM2G174136	GRMZM2G346839
ci90c	1.9	4.005037826	2.024363462	0.288160958	2.167010472	2.313636797	0.49458404	2.849393501	3.355928012	0.752410877	2.85856571	0.620251704	3.535273626	2.322693556	1.751230834	2.554230578	0	1.136450637	0	1.772037939	2.751575738	2.325191629	2.268147881	1.65624516	1.295190074	1.930293121	0.503288491	4.492000368	0.160999175	0.96154704	4.550391879	4.999567606	2.753170146	2.961378896	2.182799929	2.16347244	1.848158706	2.106046958	1.966271444	1.970839667	0.858937005	4.127827693	0.219984166	4.024143819	1.625246299	1.669386541	0.654631899	4.197343291	2.926992941	4.306638805	0.538739384	0.942079329	2.009004324	1.291615482	0.034468767	1.038908285	2.195362845	2.269131717	0	1.784667715	3.359868314	1.650710365	5.007022108	3.271411347	0.23598238	1.462790016	2.835780634	0.588047742	0.945573768	0.705861016	2.870163382	0	1.39440637	3.44892031	2.447550863	1.188148254	2.683614056	3.558166942	1.248071983	0.791443806	2.100206941	3.080771708	3.624362266	1.158213642	2.098551527	2.304323581	1.820740435	3.894013809	2.635529686	3.316615778	1.087494043	2.578465297	1.369890551	2.27322837	2.611649427	2.456618623	1.821682283	1.320138533	3.301818938	3.362061465	0.187257687	1.450711781	2.053518422	2.019984753	0	1.720557016	3.703642443	2.404446494	1.826775844	1.554926815	2.538708046	3.168786017	3.694697496	3.401800533	0	1.996982062	1.669058736	2.387583195	2.865691923	0	0.641471181	3.274946091	2.005702155	3.280038655	0.267727549	0.994125465	2.578321094	4.397364654	1.049113874	1.656931999	1.836799754	2.700118831	3.814002155	0.987311945	0.874647567	1.909108337	0.70486822	1.732890181	2.761755252	4.033780355	4.803045159	2.489379963	3.332729372	4.095770212	0.502426651	0.858877697	4.006492832	1.873761794	2.751045832	0.735794708	0	3.803998946	3.675576359	1.498868297	2.561227054	2.820241335	2.542617226	1.648914362	0	2.795890124	2.001327286	3.472990772	3.611433996	2.510257582	4.204874692	2.632262871	0.898688721	1.29301886	2.304245713	1.450957874	1.653575365	1.546216923	3.790273363	2.990468444	1.3542411	2.350351877	0.220912264	0.330893849	1.91155825	3.101244778	3.908436582	3.873675031	0	3.302371027	1.17036845	2.046297031	1.08780072	0	2.293865185	0.972992375	0	2.430036792	3.516922004	2.62691968	1.469734368	3.637559844	1.227421717	2.143090996	3.040141427	2.738883272	1.05915048
ci91b	1.91	3.611955212	2.037458717	0.049091833	2.062024492	2.518164105	0.64845207	2.719313201	2.727454056	0.602673088	2.944781026	0.787934496	3.407580301	2.358435986	1.992954573	2.586612997	0	0.733972375	1.099075515	1.090963108	2.918338139	2.284064643	2.189227127	2.623552027	1.62965418	1.945164157	0.74948498	3.819124515	0	0.825323906	4.817762266	3.864220453	2.691012548	2.976636097	1.45234892	1.976458753	2.314604569	2.135661182	1.345123347	2.708243516	1.284294858	3.88516966	0	3.975791855	0	2.409042007	0.740154805	4.190905475	2.982662231	4.029318811	0.849676458	1.146338395	2.826170958	1.178587302	0	1.976877113	1.882991648	2.313068945	0	2.068980768	2.425466222	1.489843237	5.019403408	3.295899827	0.634787928	1.136331876	3.407338486	0.420029202	0.699670855	0.972122711	2.685511434	0	0	2.906463806	2.755925661	0.269608729	2.565802839	3.625289816	1.468528512	0.704774323	0	3.729719048	3.679248222	0	2.415458317	1.8990611	1.943447118	3.555036584	3.369077001	3.384593632	2.155376594	2.725877022	1.276239511	2.327732236	2.471078142	1.554195779	2.2320285	1.457025388	3.11584149	3.275721079	0.107696784	3.248927709	1.936197419	3.215245242	0	1.448606969	3.718697931	2.424616868	1.5872741	1.435698622	1.441386057	3.264976662	3.461338749	3.090305818	0	1.832520662	1.095286765	2.594814311	3.139971136	1.684933065	1.142010163	2.463674501	1.97462671	2.782489547	0	1.461207009	2.535576	4.579573365	0.883581572	1.16673189	1.416750819	2.850579326	3.222588923	0.9048293	0.868842667	2.149713595	0.338307694	0.739004477	2.851399903	4.14235188	3.907072773	2.555287447	3.465179498	4.05735549	0.195852105	1.074807865	4.503584758	2.056107662	3.205312254	0	0	3.748854453	3.20975435	1.732902555	2.260411143	3.033418156	2.775179114	0	0	2.879226547	2.182369225	3.499061872	2.043941299	2.092157846	4.276243808	2.075899024	1.22423121	2.692516847	2.197134573	0	1.213086151	1.240192866	3.386648728	2.67820249	1.307873255	2.826188729	0.427036758	0.642028082	1.949927782	3.572168656	4.989016619	4.145200844	0.128051908	3.351562361	1.468183056	2.329275708	1.277174008	0	2.310294301	2.576543424	0	2.732124737	3.250560521	2.292386261	2.088059302	3.056460419	1.909782476	2.347969464	2.945170291	3.342469502	0.739577419
cl17	0.255	4.304728387	2.34641153	0.40474218	2.384722528	1.9613644	0	1.967489908	2.958518345	0.220057193	1.64082417	0.82577504	0	0	1.200512825	2.848009226	0	1.267099705	1.25955698	0.441358497	2.686853803	1.705527788	1.691452828	1.09638648	1.208273543	1.860092345	0.270476654	0	0.420952556	0.879377754	4.752926178	4.860300657	2.523951065	3.442962931	1.11952541	2.175627474	2.018585565	1.914080341	2.613263218	1.551047917	1.217390385	3.969351849	0.931624565	4.190304531	1.690599379	2.500082577	0.723346554	4.258872639	2.978753954	4.212910995	0.328805062	1.011524545	1.372864584	0.85565286	0	1.646483184	2.104229272	2.244277784	0.843264021	1.820504024	3.541504103	1.159622718	4.363877939	3.563848969	0.482682289	1.821119223	2.467887645	0.614080705	0.319520798	0.151627786	2.716144024	0	0	3.38655064	1.954150391	1.010429317	1.9741713	3.949399712	0.711237558	0.635783393	0	3.40084732	3.67760362	0.459055163	0.998243	2.050984195	2.340189115	3.729771846	2.594209385	2.944623173	2.726348429	2.508419705	1.167186406	2.548804341	2.728251442	2.009546031	1.520978214	0	3.116692479	3.767445688	0.448684866	2.930292013	2.344072466	1.473682334	0.188327651	1.746922481	2.68501355	1.921901374	0	0.985111322	2.448631594	2.905621553	3.392718201	0.593749408	0	1.937451619	1.801655343	3.204545636	2.796945913	1.799618506	0.501223672	2.840854663	1.776853932	3.427715968	0	0.865081644	3.044931878	4.177703304	0	1.271965976	1.430536102	3.449555707	3.993177095	1.373292705	0.771926013	1.878977908	0.757993467	0	2.690646295	4.140453357	3.654526076	2.441294308	3.358842964	4.129993198	0.713954205	0.571572026	3.518102995	1.951670668	2.526664207	1.044880937	0	4.149959007	3.925647765	1.890482002	2.33318607	3.407249033	1.875601106	1.033177366	0.083673738	2.787859035	1.418613912	2.909357058	3.416555506	3.196846961	4.48001731	2.89244738	0.601770654	2.015302941	2.454309976	0.567416143	1.710050374	1.152156215	3.64275436	2.707503385	0.931293624	2.683859962	0.544227711	0.198288406	1.706357705	3.693142853	4.638556605	4.06302072	0	3.499315736	0.692510978	1.333792442	1.935803535	0.291376988	1.67671892	2.056261191	0.105360416	2.591336593	3.046525193	2.308835518	1.54318913	3.029959772	2.191885908	2.101004873	2.980385106	2.734536326	0.131433443
cl18	0.45	4.364227923	2.425563498	0.784828055	2.421167809	1.923183852	0	1.968314431	2.987649697	0.597909148	1.693306523	0.983208919	0	0	1.212318879	2.885515541	0	1.029926513	0.906155544	0.505370773	2.62744011	1.576774215	1.90659446	1.218387413	1.382042836	2.168120694	0.198297427	0.21389774	0.241604887	0.567252837	4.710790668	4.781934664	2.563425119	3.392523203	1.171280177	2.329569711	2.275028884	2.070172466	2.90224543	1.512486386	1.406148458	3.82475996	0.458397791	4.225288026	1.564105762	2.372270658	0.801651749	4.199360519	2.877669199	3.943558494	0.353980918	1.234139189	1.518589365	0.872694058	0.205908681	1.69815916	1.908288385	2.258159739	0.643604458	1.838685993	3.547828431	1.011426351	4.271525149	3.410992585	0.630506591	1.85912524	2.661042447	0.401544767	0.479303996	0.265618195	2.929629864	0	0	3.301458074	2.159407323	0.970365953	1.990551583	3.939881334	0.640745377	0.506983251	0	3.051550067	3.589020444	0.554328693	0.917805584	2.011040906	2.121524741	3.655035659	2.349890346	2.842190575	1.921563298	2.626413446	1.251765328	2.437203395	2.606689085	2.003345826	1.641998031	0.060750826	3.191475851	3.652835091	0.917777626	2.891110374	2.394739389	1.484622709	0.194175191	1.722043122	2.590939439	1.925153352	0	0.95101288	0.869467432	3.078109178	3.866619699	0.796691548	0	2.18738073	1.966894151	3.058293842	2.719906306	1.853506598	0.445114575	2.641725196	0.546643438	3.477225889	0	1.230692629	3.070788724	4.477624273	0.017866735	1.384878359	1.669346984	3.481593873	4.097682319	1.799582126	0.648488147	1.196679271	0.84350066	0	2.892547168	4.17503014	3.666600614	2.167391749	3.289073304	4.074131651	0.721384722	0.366745763	3.632414917	1.769643368	2.454868316	1.098352255	0	4.163400987	3.943025425	1.899628336	2.453071926	3.323837461	2.166395313	1.119998629	0	2.847887503	1.347337813	2.938129643	3.489382237	3.173828248	4.699097592	2.575569685	0.792847709	2.115807222	2.406197081	0.439463233	1.716186065	0.98847371	3.612991437	2.057463024	0.822340427	2.590122155	0.602310131	0	2.031841419	3.638333249	4.773561837	4.19316222	0	3.286474658	0.594903502	1.553802573	1.886070665	0.362143464	1.60668613	1.876867787	0.110927591	2.850839441	2.894363779	2.33836142	1.389865477	3.101240278	1.938653886	2.10891903	3.064413763	2.385461935	0
cl22	0.745	4.034468931	2.315949392	1.479490945	2.26443141	1.97223627	0.064900268	1.834892391	3.91403498	1.363984844	2.969105917	1.836382232	3.079963122	2.467650278	1.912301658	2.243517446	0.371953136	1.306547443	1.104634121	2.037973505	2.679383201	2.177284874	1.711019296	1.211559949	1.699580216	2.109096213	0.68618349	2.002742716	0.218340033	0.072148275	4.622833271	4.358893618	2.502779311	3.347483616	1.819103847	2.259296517	1.65617645	1.505971158	2.115426255	2.062948781	1.097418243	3.153705638	0.576699316	4.242027227	1.974121303	1.699881725	0.772743635	4.4627076	1.688603928	3.928467058	0.238079453	1.401490808	2.25413932	1.23553833	0.169319056	1.050632796	1.641949632	1.955464362	0	1.887627069	3.198832289	0.929116134	4.100208999	3.096387235	0.327419239	0.995841011	2.703225246	0	0.366978579	0.684368258	3.50083455	0	0	3.16417885	1.887451394	1.367692413	2.483438907	3.839409301	1.272192977	0.976196036	0	3.611617668	3.920187584	0.039667056	0.774644215	0.953879345	2.316789728	4.464772992	2.184209132	3.449616048	2.631687381	2.518301128	0.897996407	2.682684529	1.974379593	2.828833177	2.02995057	1.396620859	3.638690813	2.717518568	0.397477962	1.640911385	1.805470048	0.64720062	0.768593186	1.610775018	3.234788543	2.043080935	1.441960829	1.360930398	2.139485995	2.641632582	3.33932907	1.904617806	0.374217961	1.940845919	2.282531354	2.299005695	2.608517117	0.867675952	0.346990299	2.332089525	1.796041953	2.958045983	0	1.138608342	2.799431461	4.223542203	0.932156207	1.04813971	1.441215691	2.974212373	3.889990053	0.793969414	0.873115972	0.806712445	0.679241442	0	2.52474416	4.350276646	3.280200437	2.37199641	3.504433643	4.279959302	0.321089527	0.736695056	4.150509056	2.21071758	3.018281127	1.51645163	0.979997657	4.131940559	3.514996195	1.752831513	2.119668959	2.614259533	2.944907291	1.684226225	0.077082978	2.797580071	0.882564337	3.189208057	3.416854172	2.635257261	4.610752575	2.817113852	0.693662048	2.318157216	3.332765067	1.022558836	1.822939933	1.283391933	4.201162515	1.949216107	0.968682023	2.467955453	0.890262928	0.256507145	2.103812151	3.036091761	4.031552071	4.620206571	0	4.050634721	0.883370767	1.95302478	0.376192825	0.339546079	2.237699845	0.717029709	0.488581242	2.812362167	3.297894008	2.538131411	1.697683195	2.967718527	0.745848733	2.053329829	3.102472337	2.873830141	0.233751092
cl27	0.5	3.840123055	2.439202968	1.715274315	2.591853407	2.001544863	0	1.596917863	3.714422924	0.416923872	1.90049578	1.750322702	3.592451149	2.42189585	1.272223801	2.194666865	0.368923523	0.768352051	0.647437741	2.213606327	2.313647676	2.120080719	2.005333377	1.027663935	1.870932568	2.668158329	0.234252023	0.212528207	0.467215371	0.819154085	4.640788264	4.961508073	2.017539542	3.081942079	1.364621185	2.425298178	2.217064241	1.220815172	2.416672419	2.075279141	1.532779306	3.426481689	0.963017817	3.917310999	0	1.897190982	0.596241929	4.100159291	3.573095357	4.036537114	0.307199365	2.490416443	1.781911133	0.569718865	0.258614937	1.156214308	1.472082073	1.918077827	1.300965205	1.895673439	3.317065491	0.981014236	4.199812072	3.267925003	0	1.294447676	3.290016255	0	0.368938735	0.699760266	3.373576068	0.625511602	0	3.190583341	1.810458547	1.54506791	2.803887515	4.175502033	0.612438626	0.951638571	0	2.930953724	3.484950122	0.46074717	1.920861902	1.554385984	2.290603601	4.015600733	1.254775228	3.67572329	0.409235325	2.57065612	0.729932238	2.530962922	2.18345465	2.374289751	2.150758211	1.56439452	2.937557461	3.239215563	0.571731806	3.052433916	1.511436916	0.940225985	0.39472632	1.478748193	2.99944039	1.645920264	0.379219691	1.316062329	1.854227098	3.037334763	3.43391946	1.504055174	2.559263996	1.329956787	1.238742279	2.850180352	2.66792935	0.16733989	0.634011637	2.585490777	0.816112321	2.994997003	0	1.115580838	3.1648926	3.585272955	0.933155715	0.748449428	2.388912319	3.496437862	3.748696691	0.859953158	0.194461732	1.825518177	0.64827533	0.867772531	2.820616691	4.09890747	3.289106863	2.077346849	3.25956085	4.011575085	0.535253421	1.18793793	3.945863889	1.423908014	2.475125638	0	1.051241117	4.183946054	3.949740666	2.212567383	2.12059788	2.476899679	2.323679043	1.588671781	0	2.570120579	1.308432815	3.36052121	3.662283907	2.553390503	4.791326049	2.099404695	0.880054042	2.567100887	2.81798026	0	1.532079432	0.734188351	3.774752058	2.782588557	0.773662084	2.627555725	1.874340491	0.08099696	2.231499319	3.300348894	4.258941914	4.663137162	0	4.086880106	1.152149896	1.462644104	2.048997798	0	1.373454785	0.52756887	0.806475866	2.376811844	2.80185015	2.37014654	1.857943511	3.117449781	2.132304354	1.954096549	2.947355774	2.309916155	0.817526193
cm105	1.485	3.232964117	2.086356329	0.764481309	1.936519048	2.113647297	0	2.206937256	2.626883529	0.299551847	2.766438599	0.323014225	3.405544586	2.343375727	0.886470495	1.985224264	0.049309839	0.970434161	1.422315249	1.85583382	3.072494221	2.122914021	2.012513501	1.771236983	1.680041752	1.732888413	0.936512879	3.870742573	0.228797935	0.91701447	4.587457234	5.084573252	2.40186013	3.381178331	1.736614909	2.072173947	2.562477073	1.564053442	2.010293747	2.45366535	1.009828433	3.505314124	0.132872175	3.853289469	1.289389661	1.906499361	1.009238122	4.18544894	2.789753068	4.110582018	0.641288463	1.003033406	1.568349216	1.532230681	0	1.430868508	2.02108388	2.004288216	0	2.093088004	3.27303441	1.152232041	4.871993724	3.61103142	0.325079731	1.054259764	2.563733234	0.843887767	1.111788434	0.089033614	2.80481387	0.038821018	1.827395239	3.473024898	1.690693423	0.606227799	2.088755531	3.533952223	1.1145939	1.047276888	2.156643295	3.400016685	3.540669427	0.091437144	1.150619495	2.053115533	1.706128957	3.199313729	2.246454856	3.033187005	1.388928389	2.754462938	0.98000141	2.485039974	2.409814861	2.708050201	2.49340378	1.201773387	3.163705551	3.430147585	0.469429089	2.805430963	2.140297901	3.09963723	0	1.575055556	4.298490122	2.070190129	1.838720978	1.077031081	1.595975702	3.176318993	3.811842384	2.608134097	2.14268039	1.785966053	1.23042387	2.423226263	2.621896638	1.02537112	0.897984185	3.609673896	1.390166853	3.223222365	0.075482541	2.176867663	2.289461352	3.641882182	0.537258575	1.358619932	1.294198261	3.113310844	3.732795856	1.138409759	0.913222028	3.427345845	0.808545152	2.169292529	2.814480145	4.076631949	4.30198726	2.250661073	3.34659335	4.00924953	0	0.632618742	3.829810278	1.612726499	2.823513511	0	0	3.562984543	4.012841622	3.175650946	2.547231786	3.397366721	2.450849914	1.331122502	0	2.870237075	2.193235521	3.345120735	3.355076651	3.477689177	4.336775575	2.854957569	0.459015986	2.458545563	1.745509576	1.223393006	1.813431264	1.145976039	2.856303526	2.648915718	0.954472444	2.596455478	1.088319499	0.352277389	1.993925864	3.345684672	3.414995087	4.236993637	0	3.193869763	1.400983446	2.082150369	0.786737701	0	2.340730228	1.078722458	0	2.673044592	3.443883238	2.544126364	2.021403182	3.157455637	1.491703376	2.200526896	2.782625683	3.247307779	0.279081443
cm174	1.185	3.892787177	2.319971077	1.99693998	2.230382074	2.206449673	0	2.100757729	3.665945981	0.542763729	1.338757162	1.128465546	3.413823996	2.305479899	1.17693968	1.793581142	0.46543634	1.635633785	1.565644842	1.690737676	2.752577323	1.363657571	1.854793735	0.663012147	1.699731896	2.06834394	0.327043641	4.844706637	0.434796053	0.309079016	4.611283462	4.856465725	2.054603106	3.411213717	2.220663288	2.229559458	1.56760082	2.001525945	1.296788056	2.784974205	1.027019612	4.045892841	1.323439755	3.71388909	1.299657459	1.71305531	1.055551679	4.214424218	3.389188901	4.109139574	0.272620718	2.311756903	2.718937387	0.798893622	0	1.495038895	2.037097556	2.128026923	0.329724522	1.298839249	3.550352749	1.452592271	4.888106013	3.295940564	0.596645641	1.730780826	3.061543422	0.031124081	0.891219047	1.578941591	3.513862156	0	0	3.183625778	1.970912121	0.715603147	2.72503186	3.880579809	0.63975748	0.855236268	0	2.308857381	3.920857863	0.325432956	1.956290373	2.038636474	1.772554563	3.96808949	2.218775131	3.305889869	3.103447016	2.966607227	1.219918001	2.668151391	2.566202418	1.918409741	2.430793594	1.198285663	3.051181171	3.134019216	0.347835289	2.84827001	2.151722668	3.203043147	0.051473228	1.486947062	3.310761968	1.991201683	0	0.769557144	1.205488655	2.530198639	3.643641473	2.828579093	0.226438916	1.879124534	1.347226036	2.596097635	2.895939562	0	0.504973735	2.458494226	1.673424406	2.895536177	0	1.552528879	2.905955258	4.323771001	0.590527904	1.105107814	1.783698735	2.99709135	3.710914881	1.149406792	1.503114711	2.543096938	0.514679388	0	2.946069229	4.309123897	4.477419766	2.425607711	3.339343254	3.805655316	0	0.724941347	3.685724482	1.597195276	2.235750605	1.238687226	0	3.935630151	3.518298704	1.749982157	1.721590907	2.53414116	2.501534308	2.242820226	0	2.669766649	2.064931782	3.492514752	3.314556845	2.403072756	4.351303217	3.00839674	0.964779898	2.487777525	2.350639749	1.271368801	2.024487608	1.61614934	3.888627451	2.848327952	1.263236501	2.353169836	1.284328079	0.291873775	1.957991165	3.455234076	3.945720803	4.365100441	0	3.519318138	1.214690168	1.080665538	2.513753224	0	2.255228251	1.297668044	0	2.690829438	3.597947675	2.648986444	1.338476599	3.016602958	2.181158427	2.178971216	3.081423613	3.157217419	1.151470358
cm48	0.945	3.890854526	2.269213401	1.060328736	2.053503028	2.232424397	0	2.016014403	3.370999308	0.532049006	2.616855541	1.989066788	3.596503715	2.578025035	1.145896558	2.341679837	0	0.964238637	1.233006226	2.629591239	2.558668133	1.596810521	2.01224215	2.244545938	1.994266205	2.278228874	0	4.262784097	0	0.842467642	4.728864604	4.161905075	2.639878421	3.489141102	1.336602415	2.323103151	2.37497924	1.271581919	2.055037419	2.276196969	1.465990086	3.417785698	0	4.017868404	1.168088599	2.201722226	0.827595028	4.399007884	3.327019663	3.992018327	0.113638459	1.217458463	3.498687003	2.067992501	0.190315354	1.387633464	1.392726133	1.966097856	0	1.550555896	3.461960033	1.416593181	4.184572151	3.450301782	0.192157195	1.479308726	2.581693012	0.751095283	0.087534299	0.517854662	3.557577004	0.490942253	0.866709655	3.038164171	2.227769948	1.568136636	2.88500181	3.910932411	1.523751476	1.1023752	0	3.194574936	3.865193418	0	1.941695566	2.016475117	1.842370197	4.227843454	1.340195447	2.861291896	1.502464986	2.87035044	0.984457662	2.452426501	2.847528045	2.760655301	2.351109508	1.99928164	2.921692761	3.086509468	0	3.08236858	1.361427733	1.358856358	0.463513237	1.872249769	2.919828074	2.083296601	0.113206356	0.672109431	2.184816807	2.94155588	3.759917899	1.803360253	2.298385286	1.894415331	2.616161495	2.505362658	2.445411899	1.289213364	1.136861376	3.212217709	1.372730284	3.423767418	0	2.84616441	2.928518176	3.530100581	0.303820642	1.117306459	1.192615554	2.979338629	3.695738378	1.077487388	1.2425943	0.57767516	0.682696259	0	2.874112512	4.424209303	3.340562343	2.574541665	3.373939231	3.735226159	0	0.340342594	3.645765773	1.216499023	2.484548252	0	1.246198613	4.07633842	3.574570689	1.550430732	3.188317643	2.704236271	2.435269877	1.464978454	0	3.146975875	1.397498856	2.096428935	3.551753036	2.600338776	4.6709392	2.926205331	1.075210592	2.283584724	2.933032062	0.553429837	1.903829923	0.541208552	4.163710475	2.11949364	0.816218431	1.899097029	1.728333218	0.152436926	2.109313402	2.842499506	3.559453907	4.371545651	0	3.378389242	0.944115994	2.146843148	0.293649731	0	1.87633956	2.165364618	0.750665807	2.710141346	3.355565226	2.56550305	1.685854361	2.981288462	1.751293314	2.187924801	2.917208412	3.211673954	0.636343469
cm7	0.955	3.327540077	2.201500976	0.796853829	1.655962655	2.175260683	0	2.232694676	2.650781193	0.490009667	2.471855182	0.322069006	3.390176878	2.315492434	1.287321733	1.971224171	0.10389324	1.017752859	1.448411986	1.690069985	2.956403955	1.962383712	2.023700212	1.686084089	1.735157371	1.666655325	0.781551753	3.545375645	0	0.89368514	4.546637063	5.086639087	2.581851856	3.37055259	1.83685711	2.168129845	2.183522239	1.202674962	1.663444921	2.353259196	0.894928169	3.238388214	0.323109784	3.925898297	0.991479834	2.067356309	0.924976898	4.079951477	2.70369406	3.76192311	0.358560066	0.806100796	1.396984517	1.597059616	0.051359052	1.439868303	1.968261347	2.043500843	0	1.862690018	3.271832535	1.166404885	4.64700287	3.417500429	0.489157149	1.109970868	2.532600976	0.615855685	1.274023916	0.30211738	2.856401238	0	2.012373156	3.363890037	1.348215995	1.06546907	2.178532067	3.475649104	1.261244045	0.833652325	2.082271284	3.249866611	3.612257555	0	1.652277071	1.795175295	1.539684752	3.292063088	1.76310276	3.016416865	1.032055733	2.832030292	1.095373717	2.67355537	2.508142918	2.591905822	2.368270768	1.171710942	3.051341989	3.363893497	0.549776685	3.001634819	2.141599106	2.999724295	0	1.67477424	3.151709855	1.937764204	1.77008459	0.478344993	2.370693173	3.118883099	3.626546499	2.731740686	2.578085773	2.344187583	1.669501436	2.293380864	2.671966961	1.05398445	0.626870082	3.678914973	1.452877665	3.330678346	0.262219639	2.249733743	2.171675404	3.384641079	0.455569963	0.576199796	1.373242049	3.046772286	3.788541514	1.000348752	1.481624995	3.088730692	0.472809065	1.809569917	2.716560552	3.97451318	4.39076088	2.480120213	3.292635451	3.984375294	0.342365551	0.348081022	3.905723203	1.908730323	2.743365864	0	0.319879623	3.745718095	4.04294249	3.124384909	2.059079383	3.414189287	2.300014793	1.201875607	0.088962531	2.7722074	1.989262425	3.447979181	3.118179968	2.769916405	4.473418922	2.807617971	0.920880184	2.591508894	1.912229263	0.317660689	1.824379923	1.320766017	3.293077507	2.809553286	0.78885728	2.702508206	1.124393739	0.688991558	2.002245923	3.779976225	3.435366897	4.180879993	0	3.64334324	1.139786221	1.981434479	0.29788064	0	2.350274652	1.035047516	0	2.746937525	3.430455168	2.359572048	2.177293942	2.903304436	1.753868938	2.065544169	2.751237396	3.42107517	0.521105405
